Dataset: cifar100
100%|███████████████████████████████████████████████████████████████████| 169M/169M [00:03<00:00, 48.6MB/s]
Setting up Decoupled Contrastive Learning
Setting up Negatives-only Supervised Contrastive Learning
Setting up Supervised Contrastive Learning
[GPU 0] Training epoch 0...
  4%|██▉                                                                    | 2/48 [00:05<02:00,  2.62s/it]/home/priyadarsimishra/understanding_ssl_v2/utils/optimizer.py:142: UserWarning: This overload of add_ is deprecated:
NSCL Loss per epoch: 1.3733984380960464
SCL Loss per epoch: 4.447783589363098

=== Starting Evaluation ===
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.24it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.22it/s]
Evaluation accuracies: [0.48330000042915344]
CDNV: 2.1435842514038086, Dir-CDNV: 0.08704902231693268
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.22it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.18it/s]
Evaluation accuracies: [0.5295999646186829]
CDNV: 1.6840986013412476, Dir-CDNV: 0.0920257568359375
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.13it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.18it/s]
Evaluation accuracies: [0.7085999846458435]
CDNV: 1.188572645187378, Dir-CDNV: 0.11377271264791489

=== Starting RSA Computation ===
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 183.62it/s]
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 193.39it/s]

RSA (Pearson) Correlation between DCL and nscl features: 0.0035 with p-value: 9.0661e-133
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 192.61it/s]

RSA (Pearson) Correlation between DCL and scl features: -0.0003 with p-value: 5.8564e-02

--- RSA Computation Complete ---
--- Starting CKA Computation ---
Subsampling 10000 images for CKA calculation due to memory constraints.
Computing CKA for nscl...

CKA (Linear Kernel) between DCL and NSCL features: 0.0054
Computing CKA for scl...

CKA (Linear Kernel) between DCL and SCL features: 0.0017

--- CKA Computation Complete ---
[GPU 0] Training epoch 211...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 212...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 213...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.27s/it]
[GPU 0] Training epoch 214...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 215...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 216...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 217...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 218...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 219...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 220...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
DCL Loss per epoch: 1.451987770696481
NSCL Loss per epoch: 1.3709886049230893
SCL Loss per epoch: 4.413207074006398

=== Starting Evaluation ===
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.46it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.17it/s]
Evaluation accuracies: [0.49129998683929443]
CDNV: 2.1131837368011475, Dir-CDNV: 0.08697979897260666
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.30it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.17it/s]
Evaluation accuracies: [0.5378999710083008]
CDNV: 1.7155539989471436, Dir-CDNV: 0.09075591713190079
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.15it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.11it/s]
Evaluation accuracies: [0.7113999724388123]
CDNV: 1.2331513166427612, Dir-CDNV: 0.11438295990228653

=== Starting RSA Computation ===
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 181.42it/s]
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 186.26it/s]

RSA (Pearson) Correlation between DCL and nscl features: 0.0086 with p-value: 0.0000e+00
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 185.87it/s]

RSA (Pearson) Correlation between DCL and scl features: 0.0028 with p-value: 2.0204e-85

--- RSA Computation Complete ---
--- Starting CKA Computation ---
Subsampling 10000 images for CKA calculation due to memory constraints.
Computing CKA for nscl...

CKA (Linear Kernel) between DCL and NSCL features: 0.0055
Computing CKA for scl...

CKA (Linear Kernel) between DCL and SCL features: 0.0016

--- CKA Computation Complete ---
[GPU 0] Training epoch 221...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 222...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 223...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 224...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 225...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 226...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 227...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 228...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 229...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 230...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
DCL Loss per epoch: 1.4326631426811218
NSCL Loss per epoch: 1.3532274241248767
SCL Loss per epoch: 4.393378059069316

=== Starting Evaluation ===
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.34it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.09it/s]
Evaluation accuracies: [0.49719998240470886]
CDNV: 2.0925750732421875, Dir-CDNV: 0.0849703699350357
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.26it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.03it/s]
Evaluation accuracies: [0.5356000065803528]
CDNV: 1.666614294052124, Dir-CDNV: 0.090717613697052
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.19it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:02<00:00,  4.96it/s]
Evaluation accuracies: [0.7091999650001526]
CDNV: 1.249110221862793, Dir-CDNV: 0.11617095023393631

=== Starting RSA Computation ===
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 183.67it/s]
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 191.40it/s]

RSA (Pearson) Correlation between DCL and nscl features: 0.0071 with p-value: 0.0000e+00
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 191.32it/s]

RSA (Pearson) Correlation between DCL and scl features: -0.0030 with p-value: 1.4076e-97

--- RSA Computation Complete ---
--- Starting CKA Computation ---
Subsampling 10000 images for CKA calculation due to memory constraints.
Computing CKA for nscl...

CKA (Linear Kernel) between DCL and NSCL features: 0.0055
Computing CKA for scl...

CKA (Linear Kernel) between DCL and SCL features: 0.0016

--- CKA Computation Complete ---
[GPU 0] Training epoch 231...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 232...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 233...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 234...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 235...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 236...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 237...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 238...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 239...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 240...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.27s/it]
DCL Loss per epoch: 1.4123937065402667
NSCL Loss per epoch: 1.3313727875550587
SCL Loss per epoch: 4.369796454906464

=== Starting Evaluation ===
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.29it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.18it/s]
Evaluation accuracies: [0.4983999729156494]
CDNV: 2.0666048526763916, Dir-CDNV: 0.084098681807518
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.14it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.11it/s]
Evaluation accuracies: [0.5449999570846558]
CDNV: 1.6428945064544678, Dir-CDNV: 0.0891697108745575
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.13it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.01it/s]
Evaluation accuracies: [0.7109999656677246]
CDNV: 1.2167760133743286, Dir-CDNV: 0.11699742823839188

=== Starting RSA Computation ===
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 179.93it/s]
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 188.53it/s]

RSA (Pearson) Correlation between DCL and nscl features: 0.0036 with p-value: 2.5552e-140
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 184.04it/s]

RSA (Pearson) Correlation between DCL and scl features: 0.0027 with p-value: 4.7859e-84

--- RSA Computation Complete ---
--- Starting CKA Computation ---
Subsampling 10000 images for CKA calculation due to memory constraints.
Computing CKA for nscl...

CKA (Linear Kernel) between DCL and NSCL features: 0.0058
Computing CKA for scl...

CKA (Linear Kernel) between DCL and SCL features: 0.0017

--- CKA Computation Complete ---
[GPU 0] Training epoch 241...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 242...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 243...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 244...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.27s/it]
[GPU 0] Training epoch 245...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 246...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 247...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 248...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 249...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 250...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
DCL Loss per epoch: 1.4125075712800026
NSCL Loss per epoch: 1.3277239923675854
SCL Loss per epoch: 4.3330954511960345

=== Starting Evaluation ===
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.36it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.21it/s]
Evaluation accuracies: [0.4952999949455261]
CDNV: 2.0375447273254395, Dir-CDNV: 0.08647671341896057
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.24it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.06it/s]
Evaluation accuracies: [0.5450999736785889]
CDNV: 1.6272578239440918, Dir-CDNV: 0.0902366191148758
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.08it/s]
Extracting Features: 100%|█████████████████████████████████████████████████| 10/10 [00:01<00:00,  5.06it/s]
Evaluation accuracies: [0.7076999545097351]
CDNV: 1.2217788696289062, Dir-CDNV: 0.11958827078342438

=== Starting RSA Computation ===
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 182.23it/s]
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 196.36it/s]

RSA (Pearson) Correlation between DCL and nscl features: 0.0042 with p-value: 1.4545e-192
Computing RDM with cosine distance on device: cuda (chunk_size: 1024)...
100%|█████████████████████████████████████████████████████████████████████| 10/10 [00:00<00:00, 193.41it/s]

RSA (Pearson) Correlation between DCL and scl features: -0.0025 with p-value: 2.3388e-70

--- RSA Computation Complete ---
--- Starting CKA Computation ---
Subsampling 10000 images for CKA calculation due to memory constraints.
Computing CKA for nscl...

CKA (Linear Kernel) between DCL and NSCL features: 0.0056
Computing CKA for scl...

CKA (Linear Kernel) between DCL and SCL features: 0.0016

--- CKA Computation Complete ---
[GPU 0] Training epoch 251...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 252...
100%|██████████████████████████████████████████████████████████████████████| 48/48 [01:00<00:00,  1.26s/it]
[GPU 0] Training epoch 253...
 98%|████████████████████████████████████████████████████████████████████▌ | 47/48 [01:00<00:01,  1.29s/it]
Traceback (most recent call last):
  File "/home/priyadarsimishra/understanding_ssl_v2/scripts/parallel_dcl_nscl_train_simclr.py", line 501, in <module>
    trainer.train(epochs)
  File "/home/priyadarsimishra/understanding_ssl_v2/scripts/parallel_dcl_nscl_train_simclr.py", line 173, in train
    losses_per_epoch = self._run_epoch(epoch)
  File "/home/priyadarsimishra/understanding_ssl_v2/scripts/parallel_dcl_nscl_train_simclr.py", line 151, in _run_epoch
    loss = model_config.train_step(batch, self.gpu_id)
  File "/home/priyadarsimishra/understanding_ssl_v2/models/model_config.py", line 23, in train_step
    self.scaler.scale(loss).backward()
  File "/home/priyadarsimishra/anaconda3/envs/contrastive/lib/python3.10/site-packages/torch/_tensor.py", line 647, in backward
    torch.autograd.backward(
  File "/home/priyadarsimishra/anaconda3/envs/contrastive/lib/python3.10/site-packages/torch/autograd/__init__.py", line 354, in backward
    _engine_run_backward(
  File "/home/priyadarsimishra/anaconda3/envs/contrastive/lib/python3.10/site-packages/torch/autograd/graph.py", line 829, in _engine_run_backward
    return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
KeyboardInterrupt
[rank0]: Traceback (most recent call last):
[rank0]:   File "/home/priyadarsimishra/understanding_ssl_v2/scripts/parallel_dcl_nscl_train_simclr.py", line 501, in <module>
[rank0]:     trainer.train(epochs)
[rank0]:   File "/home/priyadarsimishra/understanding_ssl_v2/scripts/parallel_dcl_nscl_train_simclr.py", line 173, in train
[rank0]:     losses_per_epoch = self._run_epoch(epoch)
[rank0]:   File "/home/priyadarsimishra/understanding_ssl_v2/scripts/parallel_dcl_nscl_train_simclr.py", line 151, in _run_epoch
[rank0]:     loss = model_config.train_step(batch, self.gpu_id)
[rank0]:   File "/home/priyadarsimishra/understanding_ssl_v2/models/model_config.py", line 23, in train_step
[rank0]:     self.scaler.scale(loss).backward()
[rank0]:   File "/home/priyadarsimishra/anaconda3/envs/contrastive/lib/python3.10/site-packages/torch/_tensor.py", line 647, in backward
[rank0]:     torch.autograd.backward(
[rank0]:   File "/home/priyadarsimishra/anaconda3/envs/contrastive/lib/python3.10/site-packages/torch/autograd/__init__.py", line 354, in backward
[rank0]:     _engine_run_backward(
[rank0]:   File "/home/priyadarsimishra/anaconda3/envs/contrastive/lib/python3.10/site-packages/torch/autograd/graph.py", line 829, in _engine_run_backward
[rank0]:     return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
[rank0]: KeyboardInterrupt
